anc,census_tract,coords,district,method,objectid,offense,report_time,shift,ward
7D,7803.0,"[-76.9384802107, 38.8954666754]",SIXTH,OTHERS,191969,THEFT F/AUTO,2016-05-21T02:26:31.000Z,MIDNIGHT,7
8C,9803.0,"[-77.0028241975, 38.8370542742]",SEVENTH,GUN,191970,ASSAULT W/DANGEROUS WEAPON,2016-05-21T02:46:57.000Z,MIDNIGHT,8
5C,8803.0,"[-76.9885294026, 38.9144719172]",FIFTH,OTHERS,191971,THEFT/OTHER,2016-05-21T03:13:52.000Z,MIDNIGHT,5
2B,10700.0,"[-77.0405822944, 38.9013402685]",SECOND,OTHERS,191972,ASSAULT W/DANGEROUS WEAPON,2016-05-21T03:24:31.000Z,MIDNIGHT,2
7D,6804.0,"[-76.9734892412, 38.8951375479]",FIFTH,OTHERS,191973,THEFT/OTHER,2016-05-21T04:10:15.000Z,MIDNIGHT,7
6D,7200.0,"[-77.0091002229, 38.8765337465]",FIRST,OTHERS,191974,THEFT/OTHER,2016-05-21T04:35:15.000Z,MIDNIGHT,6
7C,7806.0,"[-76.9337689452, 38.9041481613]",SIXTH,OTHERS,191975,THEFT F/AUTO,2016-05-21T04:42:20.000Z,MIDNIGHT,7
5C,8804.0,"[-76.9783130865, 38.9153352681]",FIFTH,OTHERS,191976,THEFT F/AUTO,2016-05-21T04:54:04.000Z,MIDNIGHT,5
2C,5900.0,"[-77.017571203, 38.8997965583]",FIRST,OTHERS,191977,THEFT F/AUTO,2016-05-21T04:58:23.000Z,MIDNIGHT,2
2C,5800.0,"[-77.0219293689, 38.901489393]",FIRST,OTHERS,191978,MOTOR VEHICLE THEFT,2016-05-21T05:04:18.000Z,MIDNIGHT,2
1A,2900.0,"[-77.0261145292, 38.9339005093]",FOURTH,OTHERS,191979,ROBBERY,2016-05-21T05:07:05.000Z,MIDNIGHT,1
1B,3600.0,"[-77.0270446598, 38.9230993298]",THIRD,OTHERS,191980,THEFT F/AUTO,2016-05-21T05:37:55.000Z,MIDNIGHT,1
7F,9603.0,"[-76.9486017561, 38.8948680064]",SIXTH,OTHERS,191981,THEFT/OTHER,2016-05-21T05:49:26.000Z,MIDNIGHT,7
6B,6700.0,"[-76.9842229763, 38.8873742717]",FIRST,OTHERS,191982,THEFT F/AUTO,2016-05-21T05:52:57.000Z,MIDNIGHT,6
6E,4701.0,"[-77.0161770513, 38.9031298522]",FIRST,OTHERS,191983,THEFT F/AUTO,2016-05-21T06:02:05.000Z,MIDNIGHT,6
6D,7200.0,"[-77.0091002229, 38.8765337465]",FIRST,OTHERS,191984,THEFT/OTHER,2016-05-21T06:14:19.000Z,MIDNIGHT,6
1B,4400.0,"[-77.0280923121, 38.9186489694]",THIRD,OTHERS,191985,THEFT F/AUTO,2016-05-21T06:38:35.000Z,MIDNIGHT,1
3G,1500.0,"[-77.0601870476, 38.9772987735]",SECOND,OTHERS,191986,THEFT F/AUTO,2016-05-21T06:43:37.000Z,MIDNIGHT,4
8C,7401.0,"[-76.9964076618, 38.8567827413]",SEVENTH,OTHERS,191987,MOTOR VEHICLE THEFT,2016-05-21T07:30:18.000Z,DAY,8
2C,6202.0,"[-77.0288669568, 38.8952360804]",FIRST,OTHERS,191988,THEFT/OTHER,2016-05-21T07:38:56.000Z,DAY,2
7E,7707.0,"[-76.9417566833, 38.878073167]",SIXTH,OTHERS,191989,THEFT F/AUTO,2016-05-21T08:56:48.000Z,DAY,7
5B,9504.0,"[-76.991697774, 38.9361732246]",FIFTH,OTHERS,191990,MOTOR VEHICLE THEFT,2016-05-21T09:30:45.000Z,DAY,5
6D,7200.0,"[-77.0043585358, 38.8770066003]",FIRST,OTHERS,191991,THEFT/OTHER,2016-05-21T10:01:21.000Z,DAY,6
1B,3700.0,"[-77.0335825379, 38.9215572104]",THIRD,OTHERS,191992,THEFT F/AUTO,2016-05-21T10:28:08.000Z,DAY,1
5A,9509.0,"[-76.9966567059, 38.9512623524]",FOURTH,OTHERS,191993,MOTOR VEHICLE THEFT,2016-05-21T10:30:41.000Z,DAY,5
1B,3500.0,"[-77.0218995491, 38.9170107778]",THIRD,OTHERS,191994,MOTOR VEHICLE THEFT,2016-05-21T10:36:34.000Z,DAY,1
2A,10800.0,"[-77.0457813993, 38.9010140457]",SECOND,OTHERS,191995,THEFT/OTHER,2016-05-21T11:04:25.000Z,DAY,2
8A,7601.0,"[-76.9761133975, 38.8729324425]",SIXTH,OTHERS,191996,BURGLARY,2016-05-21T12:16:56.000Z,DAY,8
1B,4400.0,"[-77.0275742158, 38.920739025]",THIRD,OTHERS,191997,THEFT F/AUTO,2016-05-21T12:17:43.000Z,DAY,1
6D,7200.0,"[-77.0066751696, 38.8792856148]",FIRST,OTHERS,191998,THEFT/OTHER,2016-05-21T12:30:02.000Z,DAY,6
7F,9603.0,"[-76.9462639404, 38.8918941915]",SIXTH,OTHERS,191999,THEFT/OTHER,2016-05-21T12:37:14.000Z,DAY,7
8E,7403.0,"[-76.9788177336, 38.8467815123]",SEVENTH,OTHERS,192000,BURGLARY,2016-05-21T12:43:05.000Z,DAY,8
7C,7807.0,"[-76.9219026111, 38.8964747149]",SIXTH,OTHERS,192001,BURGLARY,2016-05-21T12:51:29.000Z,DAY,7
6C,8302.0,"[-76.9975584844, 38.8947892038]",FIRST,OTHERS,192002,MOTOR VEHICLE THEFT,2016-05-21T12:52:59.000Z,DAY,6
8D,10900.0,"[-77.0017526415, 38.821631799]",SEVENTH,OTHERS,192003,THEFT/OTHER,2016-05-21T13:05:39.000Z,DAY,8
1B,3700.0,"[-77.0335825379, 38.9215572104]",THIRD,OTHERS,192004,THEFT F/AUTO,2016-05-21T13:10:07.000Z,DAY,1
3E,1200.0,"[-77.0776942827, 38.9455343395]",SECOND,OTHERS,192005,THEFT F/AUTO,2016-05-21T13:25:52.000Z,DAY,3
5B,9504.0,"[-76.9913054123, 38.9378487396]",FIFTH,OTHERS,192006,THEFT/OTHER,2016-05-21T13:27:36.000Z,DAY,5
4C,2400.0,"[-77.0204767402, 38.9414866198]",FOURTH,OTHERS,191362,THEFT F/AUTO,2016-05-15T11:15:21.000Z,DAY,4
1D,2701.0,"[-77.042745727, 38.9332920534]",FOURTH,OTHERS,191363,THEFT/OTHER,2016-05-15T11:17:34.000Z,DAY,1
2F,5002.0,"[-77.0275683823, 38.9056500583]",THIRD,OTHERS,191364,ROBBERY,2016-05-15T11:40:19.000Z,DAY,2
1B,4300.0,"[-77.0332931397, 38.919188103]",THIRD,OTHERS,191365,THEFT F/AUTO,2016-05-15T11:48:03.000Z,DAY,1
8E,9801.0,"[-76.9941973674, 38.8348921344]",SEVENTH,KNIFE,191366,ASSAULT W/DANGEROUS WEAPON,2016-05-15T12:10:54.000Z,DAY,8
1B,4400.0,"[-77.0296259629, 38.9186485906]",THIRD,OTHERS,191367,THEFT F/AUTO,2016-05-15T12:25:49.000Z,DAY,1
6C,5900.0,"[-77.0115532907, 38.8984910961]",FIRST,OTHERS,191368,THEFT/OTHER,2016-05-15T12:30:21.000Z,DAY,6
6C,10600.0,"[-76.9955752251, 38.9037344485]",FIRST,OTHERS,191369,MOTOR VEHICLE THEFT,2016-05-15T12:45:41.000Z,DAY,6
5C,11100.0,"[-76.9696281571, 38.920810399]",FIFTH,OTHERS,191370,MOTOR VEHICLE THEFT,2016-05-15T12:48:19.000Z,DAY,5
5C,11100.0,"[-76.9711395423, 38.9189550664]",FIFTH,OTHERS,191371,ROBBERY,2016-05-15T12:57:46.000Z,DAY,5
6E,4702.0,"[-77.0209151703, 38.9025255401]",FIRST,OTHERS,191372,THEFT/OTHER,2016-05-15T13:29:26.000Z,DAY,6
2E,100.0,"[-77.0520821901, 38.9096504172]",SECOND,OTHERS,191373,THEFT F/AUTO,2016-05-15T14:33:32.000Z,DAY,2
1B,3600.0,"[-77.0288779665, 38.9224322752]",THIRD,OTHERS,191374,THEFT F/AUTO,2016-05-15T15:43:11.000Z,EVENING,1
7F,7803.0,"[-76.947655197, 38.8966602514]",SIXTH,OTHERS,191375,THEFT/OTHER,2016-05-15T15:43:33.000Z,EVENING,7
5D,8803.0,"[-76.9844476387, 38.9142642535]",FIFTH,OTHERS,191376,THEFT F/AUTO,2016-05-15T15:44:34.000Z,EVENING,5
2E,100.0,"[-77.0596765886, 38.9052146767]",SECOND,OTHERS,191377,THEFT/OTHER,2016-05-15T15:45:51.000Z,EVENING,2
1B,3600.0,"[-77.0288779665, 38.9224322752]",THIRD,OTHERS,191378,THEFT F/AUTO,2016-05-15T15:53:50.000Z,EVENING,1
1B,4400.0,"[-77.0270434743, 38.9199734412]",THIRD,OTHERS,191379,THEFT F/AUTO,2016-05-15T15:59:41.000Z,EVENING,1
2E,100.0,"[-77.0596765886, 38.9052146767]",SECOND,OTHERS,191380,THEFT/OTHER,2016-05-15T16:04:55.000Z,EVENING,2
2C,5800.0,"[-77.0239909348, 38.8954714013]",FIRST,OTHERS,191381,THEFT F/AUTO,2016-05-15T16:05:51.000Z,EVENING,2
1B,3700.0,"[-77.0319103637, 38.9213775124]",THIRD,OTHERS,191382,THEFT/OTHER,2016-05-15T16:12:36.000Z,EVENING,1
1B,4400.0,"[-77.0280928232, 38.9199461686]",THIRD,OTHERS,191383,THEFT F/AUTO,2016-05-15T16:13:30.000Z,EVENING,1
6B,6802.0,"[-76.9829440555, 38.8853562144]",FIRST,OTHERS,191384,THEFT/OTHER,2016-05-15T16:31:41.000Z,EVENING,6
1C,3900.0,"[-77.0434453119, 38.9267877945]",THIRD,OTHERS,191385,THEFT F/AUTO,2016-05-15T16:51:11.000Z,EVENING,1
2C,5800.0,"[-77.0239909348, 38.8954714013]",FIRST,OTHERS,191386,THEFT F/AUTO,2016-05-15T16:56:33.000Z,EVENING,2
6D,6400.0,"[-77.0090945242, 38.8725111358]",FIRST,OTHERS,191387,THEFT/OTHER,2016-05-15T17:13:44.000Z,EVENING,6
1A,2802.0,"[-77.0324779994, 38.9270525983]",THIRD,KNIFE,191388,ASSAULT W/DANGEROUS WEAPON,2016-05-15T17:14:52.000Z,EVENING,1
5D,8804.0,"[-76.9865473757, 38.9079766912]",FIFTH,OTHERS,191389,THEFT F/AUTO,2016-05-15T17:17:18.000Z,EVENING,5
8E,9700.0,"[-76.9853865963, 38.8336391879]",SEVENTH,OTHERS,191390,THEFT F/AUTO,2016-05-15T17:32:12.000Z,EVENING,8
6D,6400.0,"[-77.0090945242, 38.8725111358]",FIRST,OTHERS,191391,THEFT/OTHER,2016-05-15T17:42:32.000Z,EVENING,6
7B,7603.0,"[-76.9582463068, 38.8620632762]",SIXTH,OTHERS,191392,THEFT/OTHER,2016-05-15T17:44:01.000Z,EVENING,7
1C,3800.0,"[-77.0376996092, 38.9220514125]",THIRD,OTHERS,191393,THEFT/OTHER,2016-05-15T17:56:57.000Z,EVENING,1
6C,10600.0,"[-77.0013050555, 38.9046894104]",FIRST,OTHERS,191394,MOTOR VEHICLE THEFT,2016-05-15T18:29:12.000Z,EVENING,6
6D,7200.0,"[-77.0058913713, 38.8779704314]",FIRST,OTHERS,191395,THEFT/OTHER,2016-05-15T18:34:22.000Z,EVENING,6
2C,5800.0,"[-77.0239909348, 38.8954714013]",FIRST,OTHERS,191396,THEFT F/AUTO,2016-05-15T18:45:16.000Z,EVENING,2
4B,9505.0,"[-77.00543677, 38.9617298773]",FOURTH,OTHERS,191397,THEFT F/AUTO,2016-05-15T18:55:25.000Z,EVENING,4
5E,4600.0,"[-77.0136765722, 38.9096432087]",FIFTH,OTHERS,191398,THEFT/OTHER,2016-05-15T19:04:30.000Z,EVENING,5
1B,3500.0,"[-77.0234564756, 38.9177671756]",THIRD,OTHERS,191399,THEFT F/AUTO,2016-05-15T19:08:51.000Z,EVENING,1
2C,6202.0,"[-77.0229528602, 38.893597869]",FIRST,OTHERS,191400,THEFT F/AUTO,2016-05-15T19:46:50.000Z,EVENING,2
1A,2802.0,"[-77.0336435879, 38.9287458317]",THIRD,OTHERS,191401,THEFT/OTHER,2016-05-15T19:55:39.000Z,EVENING,1
7B,7603.0,"[-76.9522307091, 38.8636734773]",SIXTH,OTHERS,192007,THEFT F/AUTO,2016-05-21T13:29:16.000Z,DAY,7
5D,8803.0,"[-76.9975579843, 38.909409767]",FIFTH,OTHERS,192008,THEFT F/AUTO,2016-05-21T13:45:47.000Z,DAY,5
2C,5800.0,"[-77.0234739776, 38.9008765244]",FIRST,OTHERS,192009,THEFT/OTHER,2016-05-21T13:48:08.000Z,DAY,2
3C,502.0,"[-77.0564544052, 38.9272957082]",SECOND,OTHERS,192010,THEFT F/AUTO,2016-05-21T13:48:09.000Z,DAY,3
7E,9905.0,"[-76.9212115639, 38.8854840296]",SIXTH,OTHERS,192011,MOTOR VEHICLE THEFT,2016-05-21T13:51:31.000Z,DAY,7
8E,7304.0,"[-76.9885061198, 38.8442875291]",SEVENTH,OTHERS,192012,THEFT/OTHER,2016-05-21T13:55:09.000Z,DAY,8
6A,8002.0,"[-76.9762335898, 38.8926608365]",FIRST,OTHERS,192013,THEFT/OTHER,2016-05-21T14:07:21.000Z,DAY,6
5C,9102.0,"[-76.9848843278, 38.921200726]",FIFTH,OTHERS,192014,THEFT/OTHER,2016-05-21T14:12:57.000Z,DAY,5
1D,2702.0,"[-77.0364917802, 38.9279252205]",THIRD,KNIFE,192015,ROBBERY,2016-05-21T14:49:07.000Z,DAY,1
3B,300.0,"[-77.0725914584, 38.918845998]",SECOND,OTHERS,192016,THEFT F/AUTO,2016-05-21T14:56:50.000Z,DAY,3
7F,7708.0,"[-76.954957173, 38.8887899769]",SIXTH,GUN,192017,ASSAULT W/DANGEROUS WEAPON,2016-05-21T14:59:02.000Z,DAY,7
8C,9803.0,"[-77.0058994665, 38.8365046434]",SEVENTH,GUN,192018,ASSAULT W/DANGEROUS WEAPON,2016-05-21T14:59:33.000Z,DAY,8
2B,10700.0,"[-77.0441838178, 38.9088609367]",SECOND,OTHERS,192019,THEFT F/AUTO,2016-05-21T15:28:03.000Z,EVENING,2
8C,10400.0,"[-77.0044604291, 38.8477922939]",SEVENTH,OTHERS,192020,THEFT F/AUTO,2016-05-21T15:36:30.000Z,EVENING,8
1B,4400.0,"[-77.0296359105, 38.9148380631]",THIRD,OTHERS,192021,THEFT F/AUTO,2016-05-21T15:41:30.000Z,EVENING,1
2B,4202.0,"[-77.0416732016, 38.9137263643]",SECOND,OTHERS,192022,THEFT/OTHER,2016-05-21T15:59:35.000Z,EVENING,2
8E,7403.0,"[-76.971917096, 38.8477890018]",SEVENTH,OTHERS,192023,THEFT/OTHER,2016-05-21T16:20:32.000Z,EVENING,8
2A,10800.0,"[-77.0466662539, 38.8966896812]",SECOND,OTHERS,192024,THEFT F/AUTO,2016-05-21T16:25:09.000Z,EVENING,2
3F,1200.0,"[-77.0639202314, 38.9448760696]",SECOND,OTHERS,192025,THEFT/OTHER,2016-05-21T16:39:06.000Z,EVENING,3
8A,7605.0,"[-76.9798945359, 38.8682307663]",SEVENTH,OTHERS,192026,MOTOR VEHICLE THEFT,2016-05-21T16:59:32.000Z,EVENING,8
4C,2502.0,"[-77.0244085969, 38.9369727089]",FOURTH,OTHERS,192027,THEFT F/AUTO,2016-05-21T17:06:23.000Z,EVENING,4
2B,10700.0,"[-77.0416909857, 38.904699995]",SECOND,OTHERS,192028,THEFT F/AUTO,2016-05-21T17:42:58.000Z,EVENING,2
1A,3100.0,"[-77.0241774155, 38.935504404]",FOURTH,OTHERS,192029,THEFT/OTHER,2016-05-21T17:56:07.000Z,EVENING,1
1A,3000.0,"[-77.0318222271, 38.9306020541]",THIRD,OTHERS,192030,THEFT F/AUTO,2016-05-21T18:10:42.000Z,EVENING,1
2E,202.0,"[-77.0646545846, 38.9031651493]",SECOND,OTHERS,192031,THEFT/OTHER,2016-05-21T18:19:42.000Z,EVENING,2
8C,10400.0,"[-76.9947148899, 38.8453419633]",SEVENTH,OTHERS,192032,ROBBERY,2016-05-21T18:21:47.000Z,EVENING,8
5C,9102.0,"[-76.988021097, 38.9202011653]",FIFTH,OTHERS,192033,MOTOR VEHICLE THEFT,2016-05-21T19:08:42.000Z,EVENING,5
1A,3000.0,"[-77.0312101109, 38.9286384072]",THIRD,OTHERS,192034,ROBBERY,2016-05-21T19:09:44.000Z,EVENING,1
2C,5800.0,"[-77.0229550314, 38.9003451343]",FIRST,OTHERS,192035,THEFT F/AUTO,2016-05-21T19:17:16.000Z,EVENING,2
2B,5500.0,"[-77.0436092615, 38.9099352176]",SECOND,OTHERS,192036,THEFT/OTHER,2016-05-21T19:20:04.000Z,EVENING,2
6B,6600.0,"[-76.9995181863, 38.8870690511]",FIRST,OTHERS,192037,MOTOR VEHICLE THEFT,2016-05-21T19:29:53.000Z,EVENING,6
1C,3800.0,"[-77.0413087992, 38.9216177927]",THIRD,OTHERS,192038,THEFT/OTHER,2016-05-21T19:48:03.000Z,EVENING,1
1B,4400.0,"[-77.0288642359, 38.9170002566]",THIRD,OTHERS,192039,THEFT F/AUTO,2016-05-21T19:55:07.000Z,EVENING,1
2B,10700.0,"[-77.0401014184, 38.9072409066]",SECOND,OTHERS,192040,THEFT F/AUTO,2016-05-21T19:59:28.000Z,EVENING,2
1B,4400.0,"[-77.0296255101, 38.9175585826]",THIRD,OTHERS,192041,THEFT F/AUTO,2016-05-21T20:01:23.000Z,EVENING,1
1B,4400.0,"[-77.0280913824, 38.9162887866]",THIRD,OTHERS,192042,THEFT F/AUTO,2016-05-21T20:02:16.000Z,EVENING,1
2F,5201.0,"[-77.0332656311, 38.90965729]",SECOND,OTHERS,192043,THEFT/OTHER,2016-05-21T20:06:55.000Z,EVENING,2
1B,4400.0,"[-77.0266036401, 38.9155774764]",THIRD,OTHERS,192044,THEFT F/AUTO,2016-05-21T20:07:30.000Z,EVENING,1
7B,7604.0,"[-76.9700056583, 38.8732012857]",SIXTH,OTHERS,192045,THEFT F/AUTO,2016-05-21T20:07:46.000Z,EVENING,7
6B,6600.0,"[-77.0013162686, 38.8876005391]",FIRST,OTHERS,192046,THEFT F/AUTO,2016-05-21T20:12:45.000Z,EVENING,6
1A,3000.0,"[-77.032732849, 38.9295208052]",THIRD,OTHERS,191402,THEFT/OTHER,2016-05-15T20:04:57.000Z,EVENING,1
6D,10500.0,"[-77.0127834297, 38.8797895758]",FIRST,OTHERS,191403,MOTOR VEHICLE THEFT,2016-05-15T20:14:54.000Z,EVENING,6
6D,10200.0,"[-77.0223023598, 38.8776711732]",FIRST,OTHERS,191404,THEFT/OTHER,2016-05-15T20:20:45.000Z,EVENING,6
7E,7707.0,"[-76.9367093181, 38.8775840873]",SIXTH,OTHERS,191405,THEFT/OTHER,2016-05-15T20:25:27.000Z,EVENING,7
1A,2900.0,"[-77.032735252, 38.9347546313]",FOURTH,OTHERS,191406,THEFT/OTHER,2016-05-15T20:34:06.000Z,EVENING,1
2C,5800.0,"[-77.0189316695, 38.9003368473]",FIRST,OTHERS,191407,THEFT F/AUTO,2016-05-15T20:47:38.000Z,EVENING,2
6E,4901.0,"[-77.0239737624, 38.9129746361]",THIRD,OTHERS,191408,THEFT F/AUTO,2016-05-15T21:17:55.000Z,EVENING,6
2F,10100.0,"[-77.0307957079, 38.9037394812]",FIRST,OTHERS,191409,THEFT F/AUTO,2016-05-15T21:18:34.000Z,EVENING,2
2A,10800.0,"[-77.0477517896, 38.8995809275]",SECOND,OTHERS,191410,THEFT/OTHER,2016-05-15T21:24:35.000Z,EVENING,2
6E,4802.0,"[-77.0175618374, 38.9085797045]",THIRD,OTHERS,191411,THEFT F/AUTO,2016-05-15T21:51:18.000Z,EVENING,6
2C,5900.0,"[-77.0172024778, 38.9005262903]",FIRST,OTHERS,191412,THEFT/OTHER,2016-05-15T21:55:38.000Z,EVENING,2
6E,4702.0,"[-77.0161880402, 38.9007516443]",FIRST,OTHERS,191413,THEFT F/AUTO,2016-05-15T21:58:09.000Z,EVENING,6
5E,4600.0,"[-77.0129151728, 38.9072380668]",FIFTH,OTHERS,191414,THEFT F/AUTO,2016-05-15T22:06:04.000Z,EVENING,5
6A,7901.0,"[-76.9789996663, 38.8940396473]",FIFTH,OTHERS,191415,MOTOR VEHICLE THEFT,2016-05-15T22:12:07.000Z,EVENING,6
8E,7404.0,"[-76.9837941849, 38.8468543767]",SEVENTH,OTHERS,191416,ROBBERY,2016-05-15T22:26:45.000Z,EVENING,8
1B,4300.0,"[-77.033397183, 38.9197465897]",THIRD,OTHERS,191417,THEFT F/AUTO,2016-05-15T22:35:18.000Z,EVENING,1
5D,8903.0,"[-76.9741774036, 38.9047586313]",FIFTH,GUN,191418,ASSAULT W/DANGEROUS WEAPON,2016-05-15T22:56:53.000Z,EVENING,5
7E,9906.0,"[-76.9388430371, 38.8890799283]",SIXTH,GUN,191419,HOMICIDE,2016-05-16T00:00:00.000Z,MIDNIGHT,7
7B,7603.0,"[-76.9658401852, 38.860318111]",SIXTH,OTHERS,191420,THEFT/OTHER,2016-05-16T00:52:23.000Z,MIDNIGHT,7
8B,7502.0,"[-76.9721426194, 38.8602747425]",SEVENTH,GUN,191421,ROBBERY,2016-05-16T01:11:21.000Z,MIDNIGHT,8
2F,4901.0,"[-77.0239724633, 38.9091100574]",THIRD,GUN,191422,ROBBERY,2016-05-16T01:20:13.000Z,MIDNIGHT,2
2C,5800.0,"[-77.0189425327, 38.8978325209]",FIRST,OTHERS,191423,THEFT F/AUTO,2016-05-16T01:28:56.000Z,MIDNIGHT,2
6E,4702.0,"[-77.0101589822, 38.9025179624]",FIRST,OTHERS,191424,THEFT F/AUTO,2016-05-16T01:53:45.000Z,MIDNIGHT,6
5B,9504.0,"[-76.9935779311, 38.9349752389]",FOURTH,GUN,191425,ROBBERY,2016-05-16T02:09:02.000Z,MIDNIGHT,5
2B,10700.0,"[-77.0425792852, 38.90565456]",SECOND,KNIFE,191426,ASSAULT W/DANGEROUS WEAPON,2016-05-16T02:53:00.000Z,MIDNIGHT,2
8D,9807.0,"[-77.0090088143, 38.8325677477]",SEVENTH,OTHERS,191427,THEFT/OTHER,2016-05-16T03:23:35.000Z,MIDNIGHT,8
6C,10600.0,"[-77.0035187697, 38.9078332788]",FIFTH,GUN,191428,ROBBERY,2016-05-16T05:07:34.000Z,MIDNIGHT,6
8A,7504.0,"[-76.9827181444, 38.8663394518]",SEVENTH,OTHERS,191429,THEFT F/AUTO,2016-05-16T05:20:37.000Z,MIDNIGHT,8
6B,6900.0,"[-76.983659088, 38.8834735641]",FIRST,OTHERS,191430,THEFT/OTHER,2016-05-16T06:14:05.000Z,MIDNIGHT,6
2B,10700.0,"[-77.0425221176, 38.9064563241]",SECOND,OTHERS,191431,THEFT F/AUTO,2016-05-16T06:44:00.000Z,MIDNIGHT,2
4D,2101.0,"[-77.0209530843, 38.9530982098]",FOURTH,OTHERS,191432,THEFT F/AUTO,2016-05-16T08:06:59.000Z,DAY,4
6C,8302.0,"[-76.9973162548, 38.8989150298]",FIRST,OTHERS,191433,THEFT/OTHER,2016-05-16T08:22:33.000Z,DAY,6
4A,1600.0,"[-77.0265008984, 38.9804190962]",FOURTH,GUN,191434,ASSAULT W/DANGEROUS WEAPON,2016-05-16T08:35:09.000Z,DAY,4
6B,6500.0,"[-77.003529066, 38.8829251419]",FIRST,OTHERS,191435,THEFT F/AUTO,2016-05-16T09:07:36.000Z,DAY,6
1C,4002.0,"[-77.0436696233, 38.9164371445]",THIRD,OTHERS,191436,THEFT/OTHER,2016-05-16T09:37:42.000Z,DAY,1
6B,7100.0,"[-76.9867831826, 38.8798165532]",FIRST,OTHERS,191437,THEFT/OTHER,2016-05-16T09:42:55.000Z,DAY,6
4B,1901.0,"[-77.0251464186, 38.9686366268]",FOURTH,OTHERS,191438,THEFT/OTHER,2016-05-16T09:45:34.000Z,DAY,4
2B,10700.0,"[-77.0418305958, 38.9068529412]",SECOND,OTHERS,191439,THEFT/OTHER,2016-05-16T09:57:13.000Z,DAY,2
1B,4400.0,"[-77.0284621234, 38.9206847621]",THIRD,OTHERS,191440,THEFT F/AUTO,2016-05-16T10:05:09.000Z,DAY,1
6E,4902.0,"[-77.021919363, 38.9064439896]",THIRD,OTHERS,191441,THEFT F/AUTO,2016-05-16T10:06:25.000Z,DAY,6
6D,10200.0,"[-77.0176464754, 38.8778701543]",FIRST,OTHERS,192047,ROBBERY,2016-05-21T20:12:57.000Z,EVENING,6
8C,7401.0,"[-76.9968223065, 38.8594582556]",SEVENTH,GUN,192048,ROBBERY,2016-05-21T20:24:24.000Z,EVENING,8
1B,4400.0,"[-77.02652387, 38.9181178444]",THIRD,OTHERS,192049,THEFT F/AUTO,2016-05-21T20:39:20.000Z,EVENING,1
2B,4300.0,"[-77.0332568612, 38.9155757721]",THIRD,OTHERS,192050,THEFT F/AUTO,2016-05-21T20:43:29.000Z,EVENING,2
1B,4400.0,"[-77.0288636598, 38.9155769399]",THIRD,OTHERS,192051,THEFT F/AUTO,2016-05-21T20:44:41.000Z,EVENING,1
1B,4400.0,"[-77.0296264607, 38.9198466982]",THIRD,OTHERS,192052,THEFT F/AUTO,2016-05-21T20:50:21.000Z,EVENING,1
2F,10100.0,"[-77.0326176206, 38.9045317219]",SECOND,OTHERS,192053,THEFT/OTHER,2016-05-21T20:54:34.000Z,EVENING,2
8B,7407.0,"[-76.9790342278, 38.8548801358]",SEVENTH,OTHERS,192054,THEFT/OTHER,2016-05-21T21:15:32.000Z,EVENING,8
5D,8802.0,"[-76.9849920931, 38.9022832233]",FIFTH,OTHERS,192055,THEFT F/AUTO,2016-05-21T21:30:43.000Z,EVENING,5
4C,2002.0,"[-77.0267075251, 38.9466561188]",FOURTH,OTHERS,192056,THEFT F/AUTO,2016-05-21T21:31:43.000Z,EVENING,4
1A,3100.0,"[-77.0231717144, 38.9285862276]",THIRD,OTHERS,192057,THEFT F/AUTO,2016-05-21T21:35:06.000Z,EVENING,1
5D,8904.0,"[-76.9799427872, 38.9015527887]",FIFTH,OTHERS,192058,THEFT/OTHER,2016-05-21T21:49:40.000Z,EVENING,5
1A,3100.0,"[-77.0231717144, 38.9285862276]",THIRD,OTHERS,192059,THEFT F/AUTO,2016-05-21T22:00:06.000Z,EVENING,1
5D,8904.0,"[-76.9799427872, 38.9015527887]",FIFTH,KNIFE,192060,ASSAULT W/DANGEROUS WEAPON,2016-05-21T22:26:16.000Z,EVENING,5
2B,5500.0,"[-77.0461127365, 38.9142291635]",SECOND,OTHERS,192061,THEFT/OTHER,2016-05-21T22:46:11.000Z,EVENING,2
5C,11100.0,"[-76.9651363307, 38.9171450071]",FIFTH,OTHERS,192062,BURGLARY,2016-05-21T22:52:03.000Z,EVENING,5
1B,4400.0,"[-77.0275742158, 38.920739025]",THIRD,OTHERS,192063,THEFT F/AUTO,2016-05-21T22:57:50.000Z,EVENING,1
2C,5800.0,"[-77.0199231015, 38.9003456908]",FIRST,OTHERS,192064,THEFT F/AUTO,2016-05-21T23:27:49.000Z,MIDNIGHT,2
6C,10600.0,"[-77.0028152626, 38.9025183703]",FIRST,OTHERS,192065,THEFT F/AUTO,2016-05-21T23:52:09.000Z,MIDNIGHT,6
4C,2400.0,"[-77.0233838579, 38.942467978]",FOURTH,OTHERS,192066,THEFT F/AUTO,2016-05-22T00:09:51.000Z,MIDNIGHT,4
8B,7409.0,"[-76.9777695958, 38.8463128784]",SEVENTH,OTHERS,192067,BURGLARY,2016-05-22T00:31:22.000Z,MIDNIGHT,8
2F,5002.0,"[-77.0288608271, 38.9085774596]",THIRD,OTHERS,192068,THEFT F/AUTO,2016-05-22T00:36:03.000Z,MIDNIGHT,2
6C,8302.0,"[-76.9973163849, 38.8954558177]",FIRST,KNIFE,192069,ROBBERY,2016-05-22T00:37:03.000Z,MIDNIGHT,6
